workerid,participant_id,condition,scenario,question,response,distal,proximal,age,gender,race,ethnicity
1188,P1780166289463_7394,mental,shock,cause,proximal,0,1,57,Female,White,Non-Hispanic
1188,P1780166289463_7394,mental,shock,lexical,proximal,0,1,57,Female,White,Non-Hispanic
1203,P1780166327778_9617,mental,hurt,cause,distal,1,0,22,Female,Black/African American,Non-Hispanic
1203,P1780166327778_9617,mental,hurt,lexical,proximal,0,1,22,Female,Black/African American,Non-Hispanic
1203,P1780166327778_9617,mental,shock,cause,distal,1,0,22,Female,Black/African American,Non-Hispanic
1203,P1780166327778_9617,mental,shock,lexical,proximal,0,1,22,Female,Black/African American,Non-Hispanic
1117,P1780166126354_2627,mental,hurt,cause,proximal,0,1,36,Female,White,Non-Hispanic
1117,P1780166126354_2627,mental,hurt,lexical,proximal,0,1,36,Female,White,Non-Hispanic
1117,P1780166126354_2627,mental,shock,cause,distal,1,0,36,Female,White,Non-Hispanic
1117,P1780166126354_2627,mental,shock,lexical,proximal,0,1,36,Female,White,Non-Hispanic
1105,P1780166114275_1317,mental,hurt,cause,distal,1,0,35,Female,White,Non-Hispanic
1105,P1780166114275_1317,mental,hurt,lexical,distal,1,0,35,Female,White,Non-Hispanic
1105,P1780166114275_1317,mental,shock,cause,distal,1,0,35,Female,White,Non-Hispanic
1105,P1780166114275_1317,mental,shock,lexical,distal,1,0,35,Female,White,Non-Hispanic
1247,P1780166617465_913,mental,hurt,cause,distal,1,0,39,Male,White,Non-Hispanic
1247,P1780166617465_913,mental,hurt,lexical,distal,1,0,39,Male,White,Non-Hispanic
1247,P1780166617465_913,mental,shock,cause,distal,1,0,39,Male,White,Non-Hispanic
1247,P1780166617465_913,mental,shock,lexical,proximal,0,1,39,Male,White,Non-Hispanic
1181,P1780166269215_3768,mental,hurt,cause,distal,1,0,23,Female,White,Non-Hispanic
1181,P1780166269215_3768,mental,hurt,lexical,distal,1,0,23,Female,White,Non-Hispanic
1181,P1780166269215_3768,mental,shock,cause,distal,1,0,23,Female,White,Non-Hispanic
1181,P1780166269215_3768,mental,shock,lexical,distal,1,0,23,Female,White,Non-Hispanic
1099,P1780166104293_5376,mental,hurt,cause,distal,1,0,66,Male,White,Non-Hispanic
1099,P1780166104293_5376,mental,hurt,lexical,distal,1,0,66,Male,White,Non-Hispanic
1099,P1780166104293_5376,mental,shock,cause,distal,1,0,66,Male,White,Non-Hispanic
1099,P1780166104293_5376,mental,shock,lexical,distal,1,0,66,Male,White,Non-Hispanic
1198,P1780166306629_1444,mental,hurt,cause,distal,1,0,38,Female,White,Non-Hispanic
1198,P1780166306629_1444,mental,hurt,lexical,distal,1,0,38,Female,White,Non-Hispanic
1198,P1780166306629_1444,mental,shock,cause,distal,1,0,38,Female,White,Non-Hispanic
1198,P1780166306629_1444,mental,shock,lexical,distal,1,0,38,Female,White,Non-Hispanic
1305,P1780168733817_3585,mental,hurt,cause,distal,1,0,30,Male,White,Non-Hispanic
1305,P1780168733817_3585,mental,hurt,lexical,distal,1,0,30,Male,White,Non-Hispanic
1305,P1780168733817_3585,mental,shock,cause,distal,1,0,30,Male,White,Non-Hispanic
1305,P1780168733817_3585,mental,shock,lexical,distal,1,0,30,Male,White,Non-Hispanic
1101,P1780166105747_2765,mental,hurt,cause,distal,1,0,22,Female,Black/African American,Non-Hispanic
1101,P1780166105747_2765,mental,hurt,lexical,distal,1,0,22,Female,Black/African American,Non-Hispanic
1101,P1780166105747_2765,mental,shock,cause,distal,1,0,22,Female,Black/African American,Non-Hispanic
1101,P1780166105747_2765,mental,shock,lexical,distal,1,0,22,Female,Black/African American,Non-Hispanic
1245,P1780166607486_37,mental,hurt,cause,distal,1,0,41,Female,White,Non-Hispanic
1245,P1780166607486_37,mental,hurt,lexical,distal,1,0,41,Female,White,Non-Hispanic
1245,P1780166607486_37,mental,shock,cause,distal,1,0,41,Female,White,Non-Hispanic
1245,P1780166607486_37,mental,shock,lexical,distal,1,0,41,Female,White,Non-Hispanic
1251,P1780166630508_5161,mental,hurt,cause,proximal,0,1,50,Female,,Non-Hispanic
1251,P1780166630508_5161,mental,hurt,lexical,distal,1,0,50,Female,,Non-Hispanic
1251,P1780166630508_5161,mental,shock,cause,proximal,0,1,50,Female,,Non-Hispanic
1251,P1780166630508_5161,mental,shock,lexical,distal,1,0,50,Female,,Non-Hispanic
1121,P1780166135109_3370,mental,hurt,cause,distal,1,0,35,Female,White,Non-Hispanic
1121,P1780166135109_3370,mental,hurt,lexical,distal,1,0,35,Female,White,Non-Hispanic
1121,P1780166135109_3370,mental,shock,cause,proximal,0,1,35,Female,White,Non-Hispanic
1121,P1780166135109_3370,mental,shock,lexical,distal,1,0,35,Female,White,Non-Hispanic
1293,P1780167694047_4611,mental,hurt,cause,distal,1,0,49,Female,White,Non-Hispanic
1293,P1780167694047_4611,mental,hurt,lexical,distal,1,0,49,Female,White,Non-Hispanic
1293,P1780167694047_4611,mental,shock,cause,distal,1,0,49,Female,White,Non-Hispanic
1293,P1780167694047_4611,mental,shock,lexical,distal,1,0,49,Female,White,Non-Hispanic
1177,P1780166283883_1387,mental,hurt,cause,distal,1,0,42,Male,White,Non-Hispanic
1177,P1780166283883_1387,mental,hurt,lexical,distal,1,0,42,Male,White,Non-Hispanic
1177,P1780166283883_1387,mental,shock,cause,distal,1,0,42,Male,White,Non-Hispanic
1177,P1780166283883_1387,mental,shock,lexical,distal,1,0,42,Male,White,Non-Hispanic
1257,P1780166641872_6893,mental,hurt,cause,distal,1,0,36,Female,White,Non-Hispanic
1257,P1780166641872_6893,mental,hurt,lexical,distal,1,0,36,Female,White,Non-Hispanic
1257,P1780166641872_6893,mental,shock,cause,proximal,0,1,36,Female,White,Non-Hispanic
1257,P1780166641872_6893,mental,shock,lexical,distal,1,0,36,Female,White,Non-Hispanic
1207,P1780166357943_442,mental,hurt,cause,distal,1,0,18,Male,White,Hispanic
1207,P1780166357943_442,mental,hurt,lexical,distal,1,0,18,Male,White,Hispanic
1207,P1780166357943_442,mental,shock,cause,proximal,0,1,18,Male,White,Hispanic
1207,P1780166357943_442,mental,shock,lexical,proximal,0,1,18,Male,White,Hispanic
1115,P1780166121002_4769,mental,hurt,cause,distal,1,0,36,Female,White,Non-Hispanic
1115,P1780166121002_4769,mental,hurt,lexical,distal,1,0,36,Female,White,Non-Hispanic
1115,P1780166121002_4769,mental,shock,cause,distal,1,0,36,Female,White,Non-Hispanic
1115,P1780166121002_4769,mental,shock,lexical,distal,1,0,36,Female,White,Non-Hispanic
1235,P1780166505414_7191,mental,hurt,cause,distal,1,0,20,Male,Asian,Non-Hispanic
1235,P1780166505414_7191,mental,hurt,lexical,distal,1,0,20,Male,Asian,Non-Hispanic
1235,P1780166505414_7191,mental,shock,cause,proximal,0,1,20,Male,Asian,Non-Hispanic
1235,P1780166505414_7191,mental,shock,lexical,proximal,0,1,20,Male,Asian,Non-Hispanic
1193,P1780166295881_4822,mental,hurt,cause,distal,1,0,31,Male,White,Non-Hispanic
1193,P1780166295881_4822,mental,hurt,lexical,distal,1,0,31,Male,White,Non-Hispanic
1193,P1780166295881_4822,mental,shock,cause,distal,1,0,31,Male,White,Non-Hispanic
1193,P1780166295881_4822,mental,shock,lexical,distal,1,0,31,Male,White,Non-Hispanic
1219,P1780166397324_9108,mental,hurt,cause,distal,1,0,28,Female,White,Non-Hispanic
1219,P1780166397324_9108,mental,hurt,lexical,distal,1,0,28,Female,White,Non-Hispanic
1219,P1780166397324_9108,mental,shock,cause,distal,1,0,28,Female,White,Non-Hispanic
1219,P1780166397324_9108,mental,shock,lexical,distal,1,0,28,Female,White,Non-Hispanic
1227,P1780166446790_6334,mental,hurt,cause,distal,1,0,64,Female,White,Non-Hispanic
1227,P1780166446790_6334,mental,hurt,lexical,distal,1,0,64,Female,White,Non-Hispanic
1227,P1780166446790_6334,mental,shock,cause,distal,1,0,64,Female,White,Non-Hispanic
1227,P1780166446790_6334,mental,shock,lexical,distal,1,0,64,Female,White,Non-Hispanic
1224,P1780166418632_392,mental,hurt,cause,distal,1,0,35,Female,Asian,Non-Hispanic
1224,P1780166418632_392,mental,hurt,lexical,proximal,0,1,35,Female,Asian,Non-Hispanic
1224,P1780166418632_392,mental,shock,cause,distal,1,0,35,Female,Asian,Non-Hispanic
1224,P1780166418632_392,mental,shock,lexical,distal,1,0,35,Female,Asian,Non-Hispanic
1111,P1780166119085_8996,mental,hurt,cause,distal,1,0,56,Female,other_race,Non-Hispanic
1111,P1780166119085_8996,mental,hurt,lexical,distal,1,0,56,Female,other_race,Non-Hispanic
1111,P1780166119085_8996,mental,shock,cause,proximal,0,1,56,Female,other_race,Non-Hispanic
1111,P1780166119085_8996,mental,shock,lexical,distal,1,0,56,Female,other_race,Non-Hispanic
1261,P1780166674179_8134,mental,hurt,cause,proximal,0,1,24,Male,Black/African American,Non-Hispanic
1261,P1780166674179_8134,mental,hurt,lexical,distal,1,0,24,Male,Black/African American,Non-Hispanic
1261,P1780166674179_8134,mental,shock,cause,proximal,0,1,24,Male,Black/African American,Non-Hispanic
1261,P1780166674179_8134,mental,shock,lexical,distal,1,0,24,Male,Black/African American,Non-Hispanic
1195,P1780166297024_7716,physical,hurt,cause,distal,1,0,52,Female,Black/African American,Non-Hispanic
1195,P1780166297024_7716,physical,hurt,lexical,proximal,0,1,52,Female,Black/African American,Non-Hispanic
1195,P1780166297024_7716,physical,shock,cause,distal,1,0,52,Female,Black/African American,Non-Hispanic
1195,P1780166297024_7716,physical,shock,lexical,proximal,0,1,52,Female,Black/African American,Non-Hispanic
1308,P1780168892245_2773,physical,hurt,cause,distal,1,0,27,Female,White,Non-Hispanic
1308,P1780168892245_2773,physical,hurt,lexical,distal,1,0,27,Female,White,Non-Hispanic
1308,P1780168892245_2773,physical,shock,cause,distal,1,0,27,Female,White,Non-Hispanic
1308,P1780168892245_2773,physical,shock,lexical,proximal,0,1,27,Female,White,Non-Hispanic
1088,P1780166094290_6456,physical,hurt,cause,proximal,0,1,51,Female,White,Non-Hispanic
1088,P1780166094290_6456,physical,hurt,lexical,proximal,0,1,51,Female,White,Non-Hispanic
1088,P1780166094290_6456,physical,shock,cause,distal,1,0,51,Female,White,Non-Hispanic
1088,P1780166094290_6456,physical,shock,lexical,proximal,0,1,51,Female,White,Non-Hispanic
1104,P1780166112692_1689,physical,hurt,cause,distal,1,0,52,Female,other_race,Non-Hispanic
1104,P1780166112692_1689,physical,hurt,lexical,proximal,0,1,52,Female,other_race,Non-Hispanic
1104,P1780166112692_1689,physical,shock,cause,distal,1,0,52,Female,other_race,Non-Hispanic
1104,P1780166112692_1689,physical,shock,lexical,proximal,0,1,52,Female,other_race,Non-Hispanic
1210,P1780166367282_4749,physical,hurt,cause,distal,1,0,58,Male,White,Non-Hispanic
1210,P1780166367282_4749,physical,hurt,lexical,distal,1,0,58,Male,White,Non-Hispanic
1210,P1780166367282_4749,physical,shock,cause,distal,1,0,58,Male,White,Non-Hispanic
1210,P1780166367282_4749,physical,shock,lexical,distal,1,0,58,Male,White,Non-Hispanic
1096,P1780166100756_3846,physical,hurt,cause,distal,1,0,45,Male,White,Non-Hispanic
1096,P1780166100756_3846,physical,hurt,lexical,proximal,0,1,45,Male,White,Non-Hispanic
1096,P1780166100756_3846,physical,shock,cause,distal,1,0,45,Male,White,Non-Hispanic
1096,P1780166100756_3846,physical,shock,lexical,proximal,0,1,45,Male,White,Non-Hispanic
1250,P1780166629876_645,physical,hurt,cause,distal,1,0,20,Male,White,Non-Hispanic
1250,P1780166629876_645,physical,hurt,lexical,distal,1,0,20,Male,White,Non-Hispanic
1250,P1780166629876_645,physical,shock,cause,distal,1,0,20,Male,White,Non-Hispanic
1250,P1780166629876_645,physical,shock,lexical,distal,1,0,20,Male,White,Non-Hispanic
1221,P1780166395510_453,physical,hurt,cause,proximal,0,1,53,Female,White,Non-Hispanic
1221,P1780166395510_453,physical,hurt,lexical,proximal,0,1,53,Female,White,Non-Hispanic
1221,P1780166395510_453,physical,shock,cause,distal,1,0,53,Female,White,Non-Hispanic
1221,P1780166395510_453,physical,shock,lexical,proximal,0,1,53,Female,White,Non-Hispanic
1276,P1780167038122_2282,physical,hurt,cause,proximal,0,1,52,Female,White,Non-Hispanic
1276,P1780167038122_2282,physical,hurt,lexical,proximal,0,1,52,Female,White,Non-Hispanic
1276,P1780167038122_2282,physical,shock,cause,distal,1,0,52,Female,White,Non-Hispanic
1276,P1780167038122_2282,physical,shock,lexical,proximal,0,1,52,Female,White,Non-Hispanic
1132,P1780166154331_1801,physical,hurt,cause,distal,1,0,60,Male,White,Non-Hispanic
1132,P1780166154331_1801,physical,hurt,lexical,proximal,0,1,60,Male,White,Non-Hispanic
1132,P1780166154331_1801,physical,shock,cause,distal,1,0,60,Male,White,Non-Hispanic
1132,P1780166154331_1801,physical,shock,lexical,proximal,0,1,60,Male,White,Non-Hispanic
1214,P1780166375114_9727,physical,hurt,cause,distal,1,0,33,Male,White,Non-Hispanic
1214,P1780166375114_9727,physical,hurt,lexical,proximal,0,1,33,Male,White,Non-Hispanic
1214,P1780166375114_9727,physical,shock,cause,distal,1,0,33,Male,White,Non-Hispanic
1214,P1780166375114_9727,physical,shock,lexical,proximal,0,1,33,Male,White,Non-Hispanic
1120,P1780166424757_8581,physical,hurt,cause,proximal,0,1,33,Female,Black/African American,Hispanic
1120,P1780166424757_8581,physical,hurt,lexical,proximal,0,1,33,Female,Black/African American,Hispanic
1120,P1780166424757_8581,physical,shock,cause,distal,1,0,33,Female,Black/African American,Hispanic
1120,P1780166424757_8581,physical,shock,lexical,proximal,0,1,33,Female,Black/African American,Hispanic
1174,P1780166244370_4265,physical,hurt,cause,distal,1,0,32,Female,White,Non-Hispanic
1174,P1780166244370_4265,physical,hurt,lexical,proximal,0,1,32,Female,White,Non-Hispanic
1174,P1780166244370_4265,physical,shock,cause,distal,1,0,32,Female,White,Non-Hispanic
1174,P1780166244370_4265,physical,shock,lexical,proximal,0,1,32,Female,White,Non-Hispanic
1083,P1780166084788_5276,physical,hurt,cause,distal,1,0,65,Female,Black/African American,Non-Hispanic
1083,P1780166084788_5276,physical,hurt,lexical,proximal,0,1,65,Female,Black/African American,Non-Hispanic
1083,P1780166084788_5276,physical,shock,cause,distal,1,0,65,Female,Black/African American,Non-Hispanic
1083,P1780166084788_5276,physical,shock,lexical,proximal,0,1,65,Female,Black/African American,Non-Hispanic
1094,P1780166100699_6140,physical,hurt,cause,distal,1,0,23,Female,White,Hispanic
1094,P1780166100699_6140,physical,hurt,lexical,proximal,0,1,23,Female,White,Hispanic
1094,P1780166100699_6140,physical,shock,cause,distal,1,0,23,Female,White,Hispanic
1094,P1780166100699_6140,physical,shock,lexical,proximal,0,1,23,Female,White,Hispanic
1134,P1780166156235_8954,physical,hurt,cause,proximal,0,1,38,Female,White,Non-Hispanic
1134,P1780166156235_8954,physical,hurt,lexical,proximal,0,1,38,Female,White,Non-Hispanic
1134,P1780166156235_8954,physical,shock,cause,proximal,0,1,38,Female,White,Non-Hispanic
1134,P1780166156235_8954,physical,shock,lexical,proximal,0,1,38,Female,White,Non-Hispanic
1290,P1780167563797_7696,physical,hurt,cause,distal,1,0,20,Male,Black/African American,Non-Hispanic
1290,P1780167563797_7696,physical,hurt,lexical,distal,1,0,20,Male,Black/African American,Non-Hispanic
1290,P1780167563797_7696,physical,shock,cause,distal,1,0,20,Male,Black/African American,Non-Hispanic
1290,P1780167563797_7696,physical,shock,lexical,distal,1,0,20,Male,Black/African American,Non-Hispanic
1162,P1780166228345_5765,physical,hurt,cause,distal,1,0,36,Male,other_race,Non-Hispanic
1162,P1780166228345_5765,physical,hurt,lexical,distal,1,0,36,Male,other_race,Non-Hispanic
1162,P1780166228345_5765,physical,shock,cause,distal,1,0,36,Male,other_race,Non-Hispanic
1162,P1780166228345_5765,physical,shock,lexical,distal,1,0,36,Male,other_race,Non-Hispanic
1116,P1780166124877_6904,physical,hurt,cause,proximal,0,1,37,Female,Black/African American,Non-Hispanic
1116,P1780166124877_6904,physical,hurt,lexical,proximal,0,1,37,Female,Black/African American,Non-Hispanic
1116,P1780166124877_6904,physical,shock,cause,proximal,0,1,37,Female,Black/African American,Non-Hispanic
1116,P1780166124877_6904,physical,shock,lexical,proximal,0,1,37,Female,Black/African American,Non-Hispanic
1180,P1780166267459_7333,physical,hurt,cause,distal,1,0,37,Female,Black/African American,Non-Hispanic
1180,P1780166267459_7333,physical,hurt,lexical,proximal,0,1,37,Female,Black/African American,Non-Hispanic
1180,P1780166267459_7333,physical,shock,cause,distal,1,0,37,Female,Black/African American,Non-Hispanic
1180,P1780166267459_7333,physical,shock,lexical,proximal,0,1,37,Female,Black/African American,Non-Hispanic
1294,P1780167716263_2586,physical,hurt,cause,proximal,0,1,38,Male,White,Hispanic
1294,P1780167716263_2586,physical,hurt,lexical,proximal,0,1,38,Male,White,Hispanic
1294,P1780167716263_2586,physical,shock,cause,proximal,0,1,38,Male,White,Hispanic
1294,P1780167716263_2586,physical,shock,lexical,proximal,0,1,38,Male,White,Hispanic
1256,P1780166638458_2986,physical,hurt,cause,proximal,0,1,47,Female,White,Non-Hispanic
1256,P1780166638458_2986,physical,hurt,lexical,proximal,0,1,47,Female,White,Non-Hispanic
1256,P1780166638458_2986,physical,shock,cause,distal,1,0,47,Female,White,Non-Hispanic
1256,P1780166638458_2986,physical,shock,lexical,proximal,0,1,47,Female,White,Non-Hispanic
1298,P1780167961269_8692,physical,hurt,cause,distal,1,0,50,Female,White,Non-Hispanic
1298,P1780167961269_8692,physical,hurt,lexical,proximal,0,1,50,Female,White,Non-Hispanic
1298,P1780167961269_8692,physical,shock,cause,distal,1,0,50,Female,White,Non-Hispanic
1298,P1780167961269_8692,physical,shock,lexical,proximal,0,1,50,Female,White,Non-Hispanic
1186,P1780166282614_2565,physical,hurt,cause,proximal,0,1,30,Male,Black/African American,Non-Hispanic
1186,P1780166282614_2565,physical,hurt,lexical,proximal,0,1,30,Male,Black/African American,Non-Hispanic
1186,P1780166282614_2565,physical,shock,cause,proximal,0,1,30,Male,Black/African American,Non-Hispanic
1186,P1780166282614_2565,physical,shock,lexical,proximal,0,1,30,Male,Black/African American,Non-Hispanic
1260,P1780166652210_1720,physical,hurt,cause,distal,1,0,38,Male,White,Non-Hispanic
1260,P1780166652210_1720,physical,hurt,lexical,distal,1,0,38,Male,White,Non-Hispanic
1260,P1780166652210_1720,physical,shock,cause,distal,1,0,38,Male,White,Non-Hispanic
1260,P1780166652210_1720,physical,shock,lexical,distal,1,0,38,Male,White,Non-Hispanic
1267,P1780166751996_3951,physical,hurt,cause,proximal,0,1,56,Female,Black/African American,Non-Hispanic
1267,P1780166751996_3951,physical,hurt,lexical,distal,1,0,56,Female,Black/African American,Non-Hispanic
1267,P1780166751996_3951,physical,shock,cause,distal,1,0,56,Female,Black/African American,Non-Hispanic
1267,P1780166751996_3951,physical,shock,lexical,proximal,0,1,56,Female,Black/African American,Non-Hispanic
1230,P1780166476895_1852,physical,hurt,cause,proximal,0,1,24,Female,Black/African American,Non-Hispanic
1230,P1780166476895_1852,physical,hurt,lexical,proximal,0,1,24,Female,Black/African American,Non-Hispanic
1230,P1780166476895_1852,physical,shock,cause,distal,1,0,24,Female,Black/African American,Non-Hispanic
1230,P1780166476895_1852,physical,shock,lexical,distal,1,0,24,Female,Black/African American,Non-Hispanic
1176,P1780166255442_3566,physical,hurt,cause,proximal,0,1,20,Male,American Indian/Alaska Native,Non-Hispanic
1176,P1780166255442_3566,physical,hurt,lexical,proximal,0,1,20,Male,American Indian/Alaska Native,Non-Hispanic
1176,P1780166255442_3566,physical,shock,cause,distal,1,0,20,Male,American Indian/Alaska Native,Non-Hispanic
1176,P1780166255442_3566,physical,shock,lexical,distal,1,0,20,Male,American Indian/Alaska Native,Non-Hispanic
1272,P1780166817850_7600,physical,hurt,cause,proximal,0,1,36,Male,other_race,
1272,P1780166817850_7600,physical,hurt,lexical,proximal,0,1,36,Male,other_race,
1272,P1780166817850_7600,physical,shock,cause,proximal,0,1,36,Male,other_race,
1272,P1780166817850_7600,physical,shock,lexical,proximal,0,1,36,Male,other_race,
1100,P1780166105428_8049,physical,hurt,cause,distal,1,0,32,Male,White,Non-Hispanic
1100,P1780166105428_8049,physical,hurt,lexical,proximal,0,1,32,Male,White,Non-Hispanic
1100,P1780166105428_8049,physical,shock,cause,distal,1,0,32,Male,White,Non-Hispanic
1100,P1780166105428_8049,physical,shock,lexical,proximal,0,1,32,Male,White,Non-Hispanic
1239,P1780166531848_5828,physical,hurt,cause,proximal,0,1,39,Female,White,Hispanic
1239,P1780166531848_5828,physical,hurt,lexical,proximal,0,1,39,Female,White,Hispanic
1239,P1780166531848_5828,physical,shock,cause,proximal,0,1,39,Female,White,Hispanic
1239,P1780166531848_5828,physical,shock,lexical,proximal,0,1,39,Female,White,Hispanic
1289,P1780167602073_9164,physical,hurt,cause,distal,1,0,48,Female,White,Non-Hispanic
1289,P1780167602073_9164,physical,hurt,lexical,distal,1,0,48,Female,White,Non-Hispanic
1289,P1780167602073_9164,physical,shock,cause,distal,1,0,48,Female,White,Non-Hispanic
1289,P1780167602073_9164,physical,shock,lexical,distal,1,0,48,Female,White,Non-Hispanic
1299,P1780168115796_4809,physical,hurt,cause,distal,1,0,28,Male,White,
1299,P1780168115796_4809,physical,hurt,lexical,proximal,0,1,28,Male,White,
1299,P1780168115796_4809,physical,shock,cause,distal,1,0,28,Male,White,
1299,P1780168115796_4809,physical,shock,lexical,proximal,0,1,28,Male,White,
1086,P1780166087449_6432,physical,hurt,cause,distal,1,0,31,Female,White,Non-Hispanic
1086,P1780166087449_6432,physical,hurt,lexical,proximal,0,1,31,Female,White,Non-Hispanic
1086,P1780166087449_6432,physical,shock,cause,distal,1,0,31,Female,White,Non-Hispanic
1086,P1780166087449_6432,physical,shock,lexical,proximal,0,1,31,Female,White,Non-Hispanic
1118,P1780166126410_751,physical,hurt,cause,distal,1,0,63,Female,White,Non-Hispanic
1118,P1780166126410_751,physical,hurt,lexical,proximal,0,1,63,Female,White,Non-Hispanic
1118,P1780166126410_751,physical,shock,cause,distal,1,0,63,Female,White,Non-Hispanic
1118,P1780166126410_751,physical,shock,lexical,proximal,0,1,63,Female,White,Non-Hispanic
1137,P1780166182071_9260,physical,hurt,cause,proximal,0,1,37,Male,White,Non-Hispanic
1137,P1780166182071_9260,physical,hurt,lexical,proximal,0,1,37,Male,White,Non-Hispanic
1137,P1780166182071_9260,physical,shock,cause,distal,1,0,37,Male,White,Non-Hispanic
1137,P1780166182071_9260,physical,shock,lexical,distal,1,0,37,Male,White,Non-Hispanic
1218,P1780166380845_8360,physical,hurt,cause,distal,1,0,27,Male,,Non-Hispanic
1218,P1780166380845_8360,physical,hurt,lexical,distal,1,0,27,Male,,Non-Hispanic
1218,P1780166380845_8360,physical,shock,cause,distal,1,0,27,Male,,Non-Hispanic
1218,P1780166380845_8360,physical,shock,lexical,distal,1,0,27,Male,,Non-Hispanic
1252,P1780166633958_6034,physical,hurt,cause,distal,1,0,34,Non-binary,White,Non-Hispanic
1252,P1780166633958_6034,physical,hurt,lexical,proximal,0,1,34,Non-binary,White,Non-Hispanic
1252,P1780166633958_6034,physical,shock,cause,distal,1,0,34,Non-binary,White,Non-Hispanic
1252,P1780166633958_6034,physical,shock,lexical,proximal,0,1,34,Non-binary,White,Non-Hispanic
1286,P1780167483780_4323,physical,hurt,cause,proximal,0,1,45,Male,White,Non-Hispanic
1286,P1780167483780_4323,physical,hurt,lexical,proximal,0,1,45,Male,White,Non-Hispanic
1286,P1780167483780_4323,physical,shock,cause,distal,1,0,45,Male,White,Non-Hispanic
1286,P1780167483780_4323,physical,shock,lexical,proximal,0,1,45,Male,White,Non-Hispanic
1238,P1780166519173_8227,physical,hurt,cause,proximal,0,1,47,Male,Black/African American,Non-Hispanic
1238,P1780166519173_8227,physical,hurt,lexical,proximal,0,1,47,Male,Black/African American,Non-Hispanic
1238,P1780166519173_8227,physical,shock,cause,proximal,0,1,47,Male,Black/African American,Non-Hispanic
1238,P1780166519173_8227,physical,shock,lexical,proximal,0,1,47,Male,Black/African American,Non-Hispanic
1160,P1780166226379_2514,physical,hurt,cause,distal,1,0,48,Male,Black/African American,Non-Hispanic
1160,P1780166226379_2514,physical,hurt,lexical,distal,1,0,48,Male,Black/African American,Non-Hispanic
1160,P1780166226379_2514,physical,shock,cause,distal,1,0,48,Male,Black/African American,Non-Hispanic
1160,P1780166226379_2514,physical,shock,lexical,distal,1,0,48,Male,Black/African American,Non-Hispanic
1141,P1780166175292_6687,physical,hurt,cause,distal,1,0,26,Male,Black/African American,Non-Hispanic
1141,P1780166175292_6687,physical,hurt,lexical,proximal,0,1,26,Male,Black/African American,Non-Hispanic
1141,P1780166175292_6687,physical,shock,cause,distal,1,0,26,Male,Black/African American,Non-Hispanic
1141,P1780166175292_6687,physical,shock,lexical,proximal,0,1,26,Male,Black/African American,Non-Hispanic
1228,P1780166454536_8506,physical,hurt,cause,distal,1,0,46,Female,Black/African American,
1228,P1780166454536_8506,physical,hurt,lexical,proximal,0,1,46,Female,Black/African American,
1228,P1780166454536_8506,physical,shock,cause,distal,1,0,46,Female,Black/African American,
1228,P1780166454536_8506,physical,shock,lexical,proximal,0,1,46,Female,Black/African American,
1248,P1780166622646_2199,physical,hurt,cause,distal,1,0,19,Male,Black/African American,Non-Hispanic
1248,P1780166622646_2199,physical,hurt,lexical,proximal,0,1,19,Male,Black/African American,Non-Hispanic
1248,P1780166622646_2199,physical,shock,cause,distal,1,0,19,Male,Black/African American,Non-Hispanic
1248,P1780166622646_2199,physical,shock,lexical,proximal,0,1,19,Male,Black/African American,Non-Hispanic
1285,P1780167353912_1813,physical,hurt,cause,distal,1,0,46,Female,White,Non-Hispanic
1285,P1780167353912_1813,physical,hurt,lexical,distal,1,0,46,Female,White,Non-Hispanic
1285,P1780167353912_1813,physical,shock,cause,distal,1,0,46,Female,White,Non-Hispanic
1285,P1780167353912_1813,physical,shock,lexical,distal,1,0,46,Female,White,Non-Hispanic
1225,P1780166418419_2564,physical,hurt,cause,distal,1,0,26,Female,White,Non-Hispanic
1225,P1780166418419_2564,physical,hurt,lexical,proximal,0,1,26,Female,White,Non-Hispanic
1225,P1780166418419_2564,physical,shock,cause,distal,1,0,26,Female,White,Non-Hispanic
1225,P1780166418419_2564,physical,shock,lexical,proximal,0,1,26,Female,White,Non-Hispanic
1166,P1780166234393_2808,physical,hurt,cause,distal,1,0,26,Female,White,Non-Hispanic
1166,P1780166234393_2808,physical,hurt,lexical,proximal,0,1,26,Female,White,Non-Hispanic
1166,P1780166234393_2808,physical,shock,cause,distal,1,0,26,Female,White,Non-Hispanic
1166,P1780166234393_2808,physical,shock,lexical,proximal,0,1,26,Female,White,Non-Hispanic
1300,P1780168138510_4983,physical,hurt,cause,proximal,0,1,61,Female,White,Non-Hispanic
1300,P1780168138510_4983,physical,hurt,lexical,proximal,0,1,61,Female,White,Non-Hispanic
1300,P1780168138510_4983,physical,shock,cause,distal,1,0,61,Female,White,Non-Hispanic
1300,P1780168138510_4983,physical,shock,lexical,distal,1,0,61,Female,White,Non-Hispanic
1139,P1780166174832_4433,physical,hurt,cause,proximal,0,1,37,Male,White,
1139,P1780166174832_4433,physical,hurt,lexical,proximal,0,1,37,Male,White,
1139,P1780166174832_4433,physical,shock,cause,proximal,0,1,37,Male,White,
1139,P1780166174832_4433,physical,shock,lexical,proximal,0,1,37,Male,White,
1110,P1780166118164_2050,physical,hurt,cause,distal,1,0,41,Female,White,Non-Hispanic
1110,P1780166118164_2050,physical,hurt,lexical,distal,1,0,41,Female,White,Non-Hispanic
1110,P1780166118164_2050,physical,shock,cause,distal,1,0,41,Female,White,Non-Hispanic
